etykiety	0.012816476821899403	0.021103429794311512	0.016281890869140614	0.043163347244262684	0.05705242156982421	0.09021930694580077	0.13503150939941405	0.1934192657470703	0.25569992065429686	0.3381619930267334	
powrotne	4227	20947	58393	124584	227662	377645	581122	846470	1183479	1598883	
powrotne_nast	0.01687054634094237	0.022905635833740223	0.03174428939819335	0.06497888565063475	0.09698228836059569	0.17420105934143065	0.2212965965270996	0.3184173583984375	0.4395621299743652	0.5999904155731202	
powrotne_luk	0.0010533809661865123	0.01540236473083495	0.05108027458190917	0.06496291160583495	0.09500651359558104	0.19171743392944335	0.25432448387145995	0.3611016750335693	0.5011735439300538	0.6863885402679444	
powrotne_mac	0.018004703521728505	0.018274831771850575	0.03566961288452147	0.0632160186767578	0.11121373176574706	0.14117627143859862	0.22738890647888182	0.2676408767700195	0.31741814613342284	0.39296298027038573	
etykiety	0.3448434352874756	0.35406975746154784	0.36423091888427733	0.392076301574707	0.41858367919921874	0.4676938533782959	0.5418932914733887	0.6637719154357911	0.7474575519561768	0.8909698009490967	
powrotne	1606996	1639556	1712413	1842096	2044557	2336389	2733857	3252586	3910090	4722043	
powrotne_nast	0.6223295211791993	0.6105957508087159	0.6575587272644043	0.7201326370239258	0.7654676914215088	0.893855619430542	1.0171192169189454	1.2093024730682373	1.4862285137176514	1.7525597095489502	
powrotne_luk	0.680401611328125	0.7197545051574707	0.7796035289764405	0.7529976844787598	0.8460708141326905	0.9863806247711182	1.139299201965332	1.3462954044342041	1.6235085010528565	1.9389358043670655	
powrotne_mac	0.018916893005371083	0.06430749893188475	0.04977612495422362	0.09553008079528807	0.14164881706237792	0.22180418968200682	0.2698035717010498	0.34332709312438964	0.45454792976379393	0.5378125190734864	
