1000	1500	2000	2500	3000	3500	4000	4500	5000	5500	
0.01084604263305663	0.015888309478759754	0.017375016212463366	0.019111204147338856	0.018845391273498525	0.017229461669921863	0.020450711250305165	0.019308471679687488	0.024315834045410146	0.02263667583465575	
0.01544189453124999	0.019002461433410632	0.02119162082672118	0.01934084892272948	0.021444320678710927	0.021343708038330068	0.024196743965148915	0.03727066516876219	0.035100746154785145	0.040790176391601554	
0.015519595146179187	0.017046093940734853	0.018154764175415027	0.01647806167602538	0.01720602512359618	0.017253851890563953	0.02007629871368407	0.01833667755126952	0.0189042568206787	0.022223472595214833	
0.03699331283569335	0.06547245979309083	0.11590857505798342	0.16612420082092288	0.23664333820343017	0.322154426574707	0.42780351638793934	0.5163009881973266	0.6344423294067382	0.7580008745193481	
0.014171862602233876	0.015988588333129872	0.015047168731689441	0.018977952003478994	0.019729399681091296	0.019133782386779773	0.019167995452880848	0.025361442565917956	0.020769762992858876	0.02432537078857421	
0.014971899986267079	0.017011594772338857	0.016559743881225573	0.017059803009033193	0.01839923858642577	0.020391535758972158	0.018352460861206045	0.02819266319274901	0.027167201042175283	0.027127170562744128	
0.013863396644592274	0.01562993526458739	0.018596887588500966	0.016776061058044422	0.01718289852142333	0.01739718914031981	0.01659874916076659	0.01793956756591796	0.018136143684387197	0.020285964012145986	
23	26	27	25	30	27	27	32	29	25	
10	11	11	12	12	12	12	13	13	13	
